db_id,entry_id,description_ru,description_en,lang,is_def,sense_group,num
sense_d1486e70,entry_qælæba,шум,noise,,0,sense_d1486e69,
sense_d1486e79,entry_qælæba,шум голосов,the noise of voices,,0,sense_d1486e69,
sense_d1486e88,entry_qælæba,смятение,confusion,,0,sense_d1486e69,
sense_d1486e97,entry_qælæba,спор,dispute,,0,sense_d1486e69,
sense_d1486e106,entry_qælæba,ссора,quarrel,,0,sense_d1486e69,
sense_d1486e130,re_d1486e124,шуметь,make noise,,0,sense_d1486e129,
sense_d1486e141,re_d1486e124,ссориться,quarrel (v.),,0,sense_d1486e129,
sense_d1489e69,entry_Fælværa,бог-патрон мелкого рогатого скота,patron god of small cattle,,0,,
sense_d1490e69,entry_mærtingal,"ремень от узды под брюхо к подпруге, не позволяющий лошади закидывать голову","a belt that passes from the bridle under the belly to the girth, which doesn’t allow the horse to throw its head back",,0,,
sense_d1491e70,entry_daræs,одежда,clothes,,0,sense_d1491e69,
sense_d1491e79,entry_daræs,платье,dress,,0,sense_d1491e69,
sense_d1491e94,re_d1491e89,верхнее платье,overcoat,,0,,
sense_d1491e110,re_d1491e105,обувь,shoes,,0,,
sense_d1493e77,entry_mīd-,в,in,,0,sense_d1493e72,
sense_d1493e86,entry_mīd-,внутри,inside,,0,sense_d1493e72,
sense_d1493e95,entry_mīd-,внутренний,internal,,0,sense_d1493e72,
sense_d1493e184,re_d1493e178,среди людей,among people,,0,,
sense_d1493e204,re_d1493e197,ночью,at night,,0,sense_d1493e203,
sense_d1493e215,re_d1493e197,среди ночи,in the middle of the night,,0,sense_d1493e203,
sense_d1493e234,re_d1493e226,на месте,at one’s place,,0,,
sense_d1493e255,re_d1493e247,улыбаться,smile,,0,,
sense_d1493e287,re_d1493e281,во сне,in sleep,,0,,
sense_d1493e308,re_d1493e300,в ауле,in town,,0,,
sense_d1493e329,re_d1493e321,внутренняя (гражданская) война,internal (civil) war,,0,,
sense_d1493e351,re_d1493e342,в сердце,at heart,,0,sense_d1493e350,
sense_d1493e362,re_d1493e342,про себя,to oneself,,0,sense_d1493e350,
sense_d1493e731,re_d1493e724,у себя,at one’s place,,0,sense_d1493e730,
sense_d1493e742,re_d1493e724,среди себя,among oneselves,,0,sense_d1493e730,
sense_d1494e72,entry_qomgæs,пастух крупного рогатого скота,cattle herder,,0,,
sense_d1498e72,entry_ærvnæryn,гром,thunder,,0,,
sense_d1498e87,re_d1498e82,подобно грому небесному,like a celestial thunder,,0,,
sense_d1499e72,entry_biltas,кривогубый,having crooked lips,,0,,
sense_d1501e72,entry_cængærīnæ,локоть (мера),cubit,,0,,
sense_d1503e70,entry_bonræfty,днем,in the afternoon,,0,sense_d1503e69,
sense_d1503e79,entry_bonræfty,среди дня,during the day,,0,sense_d1503e69,
sense_d1504e72,entry_fūgæ,рододендрон,rhododendron,,0,,
sense_d1505e70,entry_fīdawc,красота,beauty,,0,sense_d1505e69,
sense_d1505e79,entry_fīdawc,привлекательность,attractiveness,,0,sense_d1505e69,
sense_d1507e74,entry_kajys,тесть и члены его рода,father-in-law (wife's father) and members of his family,,0,,
sense_d1507e97,re_d1507e92,породниться путем брака,to become related via marriage,,0,,
sense_d1509e73,entry_mūr,кроха,crumb,,0,sense_d1509e72,
sense_d1509e82,entry_mūr,крошка,bit,,0,sense_d1509e72,
sense_d1509e91,entry_mūr,крупица,particle,,0,sense_d1509e72,
sense_d1509e100,entry_mūr,кусочек,small piece,,0,sense_d1509e72,
sense_d1509e115,re_d1509e110,ровно ничего,nothing at all,,0,,
sense_d1509e134,re_d1509e128,крошить(ся),to crumble,,0,sense_d1509e133,
sense_d1509e145,re_d1509e128,дробить(ся),break to pieces,,0,sense_d1509e133,
sense_d1509e154,re_d1509e128,разбивать(ся) вдребезги,,,0,sense_d1509e133,
sense_d1509e168,re_d1509e162,пожитки,belongings,,0,sense_d1509e167,
sense_d1509e183,re_d1509e162,скарб,things,,0,sense_d1509e167,
sense_d1512e70,entry_ærmæst,только,only,,0,sense_d1512e69,
sense_d1512e79,entry_ærmæst,лишь,just,,0,sense_d1512e69,
sense_d1513e73,entry_æntojnæ,смешение,confusion,,0,sense_d1513e72,
sense_d1513e82,entry_æntojnæ,хаос,chaos,,0,sense_d1513e72,
sense_d1513e91,entry_æntojnæ,беспорядок,mess,,0,sense_d1513e72,
sense_d1514e73,entry_mæskʼ_3,кромка ткани,edge of fabric,,0,sense_d1514e72,
sense_d1514e82,entry_mæskʼ_3,,selvage,,0,sense_d1514e72,
sense_d1516e69,entry_donʒaw,водонос,water carrier,,0,,
sense_d1517e69,entry_dælæmæ,вниз,downward,,0,,
sense_d1517e85,re_d1517e79,карлик,dwarf,,0,sense_d1517e84,
sense_d1517e94,re_d1517e79,низкорослый,undersized,,0,sense_d1517e84,
sense_d1518e73,entry_bælvyrd,действительно,actually,,0,sense_d1518e72,
sense_d1518e82,entry_bælvyrd,действительный,actual,,0,sense_d1518e72,
sense_d1518e91,entry_bælvyrd,достоверно,reliably,,0,sense_d1518e72,
sense_d1518e100,entry_bælvyrd,достоверный,reliable,,0,sense_d1518e72,
sense_d1519e70,entry_armukʼa,большой рынок,big market,,0,sense_d1519e69,
sense_d1519e79,entry_armukʼa,ярмарка,fair,,0,sense_d1519e69,
sense_d1520e72,entry_cy,что,what,,0,,
sense_d1520e104,re_d1520e98,ничто,nothing,,0,sense_d1520e103,
sense_d1520e113,re_d1520e98,ничего,,,0,sense_d1520e103,
sense_d1520e125,re_d1520e120,все,everything,,0,,
sense_d1520e141,re_d1520e136,что-либо,something,,0,,
sense_d1520e161,re_d1520e156,что-то,something,,0,,
sense_d1522e73,entry_qyllist,визг,shriek,,0,sense_d1522e72,
sense_d1522e82,entry_qyllist,писк,squeak,,0,sense_d1522e72,
sense_d1522e97,re_d1522e92,визжать,squeal,,0,,
sense_d1523e73,entry_mæcʼīs,рычаг,lever,,0,sense_d1523e72,
sense_d1523e82,entry_mæcʼīs,лом,crowbar,,0,sense_d1523e72,
sense_d1525e72,entry_cʼyf,грязь,dirt,,0,,
sense_d1525e88,re_d1525e82,болото,swamp,,0,sense_d1525e87,
sense_d1525e97,re_d1525e82,топь,bog,,0,sense_d1525e87,
sense_d1526e70,entry_7rxændæg,грусть,sadness,,0,sense_d1526e69,
sense_d1526e79,entry_7rxændæg,тоска,sorrow,,0,sense_d1526e69,
sense_d1526e88,entry_7rxændæg,печаль,grief,,0,sense_d1526e69,
sense_d1526e97,entry_7rxændæg,грустный,sad,,0,sense_d1526e69,
sense_d1526e106,entry_7rxændæg,печальный,upset,,0,sense_d1526e69,
sense_d1526e115,entry_7rxændæg,подавленный,depressed,,0,sense_d1526e69,
sense_d1526e124,entry_7rxændæg,удрученный,downcast,,0,sense_d1526e69,
sense_d1526e140,re_d1526e134,загрустить,become sad,,0,sense_d1526e139,
sense_d1526e151,re_d1526e134,впасть в тоску,become depressed,,0,sense_d1526e139,
sense_d1527e75,entry_fīdīwæg,глашатай,public crier,,0,sense_d1527e74,
sense_d1527e84,entry_fīdīwæg,вестник,messenger,,0,sense_d1527e74,
sense_d1527e93,entry_fīdīwæg,герольд,herald,,0,sense_d1527e74,
sense_d1527e114,re_d1527e103,"место (возвышение, вышка), откуда %sfīdīwæg%s объявлял новости, общественные постановления, приглашения на военные экспедиции, на пиршества, поминки и пр.","place (elevation, tower) from where %sfīdīwæg%s announced news, public decrees, invitations to military expeditions, feasts, commemorations, etc.",,0,,
sense_d1528e77,entry_qadaman,кандалы,shackles,,0,sense_d1528e76,
sense_d1528e86,entry_qadaman,оковы,chains,,0,sense_d1528e76,
sense_d1530e72,entry_kʼīmbus,тряпка,rag,,0,,
sense_d1531e69,entry_Ævzændæg,"название божества, культ которого отмечен в сел. Кора Куртатинского ущелья. „Недалеко от капища Аларды имеется капище дзуара Авзандаг. Справляется праздник в честь Авзандаг в понедельник после Джоргуба“.Б. А. АлборовИзв. Инг. инст. краевед. I 387Слово %iævzændæg%i в значении ‘опасный, высокий путь’ (Сл.) нам не известно.","the name of the deity which worship was attested in the village of Kora in the Kurtati gorge. ‘There is a sanctuary dedicated to the dzwar Ævzændæg not far from the shrine of Alardy. The holiday in honor of Ævzændæg is celebrated on Monday after Dzhorguba“ (B. A. AlborovIzvestija ingušskogo institute kraevedenija I 387) The word %iævzændæg%i in the meaning ‘dangerous, high road’ () is unknown to us",,1,,
sense_d1532e73,entry_mængūd,хилый,sickly,,0,sense_d1532e72,
sense_d1532e82,entry_mængūd,тщедушный,feeble,,0,sense_d1532e72,
sense_d1536e70,entry_kʼaj,чет,even number,,0,sense_d1536e69,
sense_d1536e79,entry_kʼaj,четный,even,,0,sense_d1536e69,
sense_d1536e88,entry_kʼaj,пара,pair,,0,sense_d1536e69,
sense_d1536e103,re_d1536e98,супруг(а),spouse,,0,,
sense_d1539e72,entry_qanz,мозг,brain,,0,,
sense_d1540e77,entry_q0ysyn,слышаться,hear,,0,sense_d1540e76,
sense_d1540e86,entry_q0ysyn,доноситься,reach,,0,sense_d1540e76,
sense_d1541e75,entry_fydbylyz,злой дух,evil spirit,,0,sense_d1541e74,
sense_d1541e84,entry_fydbylyz,злой гений,evil genius,,0,sense_d1541e74,
sense_d1541e93,entry_fydbylyz,беда,trouble,,0,sense_d1541e74,
sense_d1541e102,entry_fydbylyz,несчастье,misfortune,,0,sense_d1541e74,
sense_d1547e73,entry_nīk0y,никогда,never,,0,sense_d1547e72,
sense_d1547e82,entry_nīk0y,нигде,nowhere,,0,sense_d1547e72,
sense_d1547e117,re_d1547e109,нигде,nowhere,,0,,
sense_d1547e137,re_d1547e130,ниоткуда,from nowhere,,0,,
sense_d1547e156,re_d1547e150,больше никогда,never ever,,0,sense_d1547e155,
sense_d1547e167,re_d1547e150,больше нигде,nowhere else,,0,sense_d1547e155,
sense_d1547e184,re_d1547e178,еще никогда,never before,,0,sense_d1547e183,
sense_d1547e195,re_d1547e178,еще нигде,nowhere else,,0,sense_d1547e183,
sense_d1548e72,entry_k0yʒ,собака,dog,,0,,
sense_d1548e95,re_d1548e86,"скала, с которой сбрасывали преступников",rock from which criminals were dumped,,0,sense_d1548e94,
sense_d1548e104,re_d1548e86,Тарпейская скала,Tarpean Rock,,0,sense_d1548e94,
sense_d1551e73,entry_ni,от нас,from us,,0,sense_d1551e72,
sense_d1551e82,entry_ni,из нас,of us,,0,sense_d1551e72,
sense_d1551e91,entry_ni,нас,us,,0,sense_d1551e72,
sense_d1552e72,entry_byræǧ_1,брага,wash,,0,,
sense_d1552e82,entry_byræǧ_1,"напиток, приготовляемый из проса",drink made of millet,,0,,
sense_d1554e78,re_d1554e72,переходить,cross,,0,sense_d1554e77,
sense_d1554e87,re_d1554e72,переселяться,move,,0,sense_d1554e77,
sense_d1554e103,re_d1554e98,перелетная (птица),migratory (bird),,0,,
sense_d1555e73,entry_7rǧiw,хрящ,cartilage,,0,sense_d1555e72,
sense_d1555e82,entry_7rǧiw,cartilago,gristle,,0,sense_d1555e72,
sense_d1556e72,entry_bælon,голубь домашний,domestic pigeon,,0,,
sense_ærtxūron.1,entry_ærtxūron,"божество огня, насылающее накожные болезни",fire deity which sends skin dicease,,0,,1
sense_ærtxūron.2,entry_ærtxūron,"особый пирог, приготовляемый в честь этого божества и солнца (в христианский период — под Новый год)",a special kind of pie made the honor of this deity and the sun (in Christian times – on New Year’s Eve,,0,,2
sense_d1562e69,entry_kævdæsard,"человек низшего сословия, рожденный от побочной жены %snоmуl ūs%s","a lower-class person, which was born from a minor wife %snomyl ūs%s",,0,,
sense_d1565e73,entry_qotyr,парша,scab,,0,sense_d1565e72,
sense_d1565e82,entry_qotyr,проказа,leprosy,,0,sense_d1565e72,
sense_d1566e72,entry_ærcaryn,облагодетельствовать,to show much favour,,0,,
sense_d1567e73,entry_ir,осетины,Ossetes,,0,sense_d1567e72,
sense_d1567e82,entry_ir,осетинский народ,the Ossetian nation,,0,sense_d1567e72,
sense_d1567e100,re_d1567e94,осетинский,Ossetian,,0,sense_d1567e99,
sense_d1567e109,re_d1567e94,осетин,Ossete,,0,sense_d1567e99,
sense_d1567e128,re_d1567e120,Осетия,Ossetia,,0,,
sense_d1568e73,entry_mætatyk,название съедобного растения,name of an edible plant,,1,sense_d1568e72,
sense_d1568e78,entry_mætatyk,мятлик,meadow-grass,,0,sense_d1568e72,
sense_d1568e98,entry_mætatyk,Poa pratensis,Poa pratensis,,0,sense_d1568e72,
sense_d1571e72,entry_fynk,пена,foam,,0,,
sense_d1571e95,re_d1571e90,пениться,to foam,,0,,
sense_d1571e112,re_d1571e107,пена изо рта,foam at the mouth,,0,,
sense_d1576e73,entry_færæz,средство,means,,0,sense_d1576e72,
sense_d1576e82,entry_færæz,способ,method,,0,sense_d1576e72,
sense_d1576e91,entry_færæz,возможность,possibility,,0,sense_d1576e72,
sense_d1576e106,re_d1576e101,беспомощный,helpless,,0,,
sense_d1578e72,entry_farsylyvzag,селезенка,spleen,,0,,
sense_d1579e75,entry_ævīrqaw,необычайный,extraordinary,,0,sense_d1579e74,
sense_d1579e84,entry_ævīrqaw,неслыханный,unprecedented,,0,sense_d1579e74,
sense_d1579e93,entry_ævīrqaw,ужасный,awful,,0,sense_d1579e74,
sense_d1581e72,entry_mætæze,"небольшая корзина, служащая также мерой зерна (ок. 8 кг)",little basket that also serves as a measure for grain (ca. 8 kg),,0,,
sense_d1582e75,entry_kʼ0ybar,ком,lump,,0,sense_d1582e74,
sense_d1582e84,entry_kʼ0ybar,комок,small lump,,0,sense_d1582e74,
sense_d1582e93,entry_kʼ0ybar,кокон,cocoon,,0,sense_d1582e74,
sense_d1582e108,re_d1582e103,снежный ком,snowball,,0,,
sense_d1582e124,re_d1582e119,шелк сырец,raw cotton,,0,,
sense_d1582e141,re_d1582e136,комковатый,lumpy,,0,,
sense_d1584e72,entry_padcax,царь,tsar,,0,sense_d1584e71,
sense_d1584e81,entry_padcax,шах,shah,,0,sense_d1584e71,
sense_d1584e90,entry_padcax,король,king,,0,sense_d1584e71,
sense_d1584e105,re_d1584e100,правящая женщина,a ruling woman,,0,,
sense_d1584e155,re_d1584e150,шахская (царская) дорога,Shah’s (Emperor’s) road,,0,,
sense_d1585e73,entry_Mady_Majræm,Богоматерь,Virgin Mary,,0,sense_d1585e72,
sense_d1585e82,entry_Mady_Majræm,Мать Мария,Mother Mary,,0,sense_d1585e72,
sense_d1586e73,entry_app,ядро,kernel,,0,sense_d1586e72,
sense_d1586e82,entry_app,косточка,stone,,0,sense_d1586e72,
sense_d1586e91,entry_app,сердцевина,core,,0,sense_d1586e72,
sense_d1586e100,entry_app,содержание,contents,,0,sense_d1586e72,
sense_d1591e70,entry_dælærdygæj,снизу,from below,,0,sense_d1591e69,
sense_d1591e79,entry_dælærdygæj,с нижней стороны,from the lower side,,0,sense_d1591e69,
sense_d1593e74,entry_Ojnon,мифическое существо в нартовском эпосе,a mythical creature in the Nart epic,os-x-digor,1,,
sense_d1594e69,entry_dongarz,сосуд (любой) для ношения и хранения воды,vessel (any) for carrying and storing water,,0,,
sense_d1596e73,entry_imonaw,нежный,tender,,0,sense_d1596e72,
sense_d1596e82,entry_imonaw,изнеженный,delicate,,0,sense_d1596e72,
sense_d1596e91,entry_imonaw,изысканный,exquisite,,0,sense_d1596e72,
sense_d1598e69,entry_rætæn,"толстая веревка, сплетенная из ремней или из скрученных прутьев",thick rope woven from straps or twisted rods,,0,,
sense_d1600e73,entry_qomys,сила,power,,0,sense_d1600e72,
sense_d1600e82,entry_qomys,мощь,strength,,0,sense_d1600e72,
sense_d1600e91,entry_qomys,способность одолеть,ability to overcome,,0,sense_d1600e72,
sense_d1600e187,re_d1600e180,сила воздействия,impact force,,0,,
sense_d1601e73,entry_adag,овраг,gully,,0,sense_d1601e72,
sense_d1601e82,entry_adag,балка,beam,,0,sense_d1601e72,
sense_d1602e70,entry_dævdæg,голый,bare,,0,sense_d1602e69,
sense_d1602e79,entry_dævdæg,гладкий,smooth,,0,sense_d1602e69,
sense_d1602e88,entry_dævdæg,обледенелый,ice-covered,,0,sense_d1602e69,
sense_d1602e103,re_d1602e98,рано утром,early in the morning,,0,,
sense_d1603e72,entry_qærmx0ypp,похлебка,broth,,0,,
sense_d1607e72,entry_ginkʼos,бублик,bagel,,0,,
sense_d1608e79,entry_myly,десна,gum,,0,sense_d1608e78,
sense_d1608e88,entry_myly,десны,gums,,0,sense_d1608e78,
sense_d1609e74,entry_7rtykʼūxyg,трехпалый,three-fingered,,0,,
sense_d1609e89,re_d1609e84,трехпалые вилы,three-fingered pitchfork,,0,,
sense_d1611e73,entry_ḱīnʒī,кишнец,coriander,,0,sense_d1611e72,
sense_d1611e82,entry_ḱīnʒī,Coriandrum sativum,Coriandrum sativum,,0,sense_d1611e72,
sense_d1612e70,entry_qonaqq,приятель,buddy,,0,sense_d1612e69,
sense_d1612e79,entry_qonaqq,кунак,kunak,,0,sense_d1612e69,
sense_d1614e72,entry_fydgænæg,злодей,villain,,0,,
sense_d1615e69,entry_arv,небо,sky,,0,,
sense_d1615e90,re_d1615e79,верхнее небо,upper sky,,0,,
sense_d1615e114,re_d1615e109,небесный,heavenly,,0,,
sense_d1615e130,re_d1615e125,гром,thunder,,0,,
sense_d1615e146,re_d1615e141,молния,lightning,,0,,
sense_d1615e171,re_d1615e166,радуга,rainbow,,0,,
sense_d1615e313,re_d1615e308,радуга,rainbow,,0,,
sense_d1617e70,entry_ævzong,поздний,late,,0,sense_d1617e69,
sense_d1617e79,entry_ævzong,запоздалый,belated,,0,sense_d1617e69,
sense_d1617e88,entry_ævzong,молодой,young,,0,sense_d1617e69,
sense_d1618e72,entry_ræzæn,(хорошо) растущий,(well) growing,,0,,
sense_d1618e93,re_d1618e82,"хорошо растущий ребенок (мальчик, девочка)","a well growing child (boy, girl)",,0,,
sense_d1621e73,entry_qabyx,покрышка,tire,,0,sense_d1621e72,
sense_d1621e82,entry_qabyx,переплет,binding,,0,sense_d1621e72,
sense_d1621e91,entry_qabyx,картон,paperboard,,0,sense_d1621e72,
sense_d1624e75,entry_nom,имя,name,,0,sense_d1624e74,
sense_d1624e84,entry_nom,известность,fame,,0,sense_d1624e74,
sense_d1624e97,entry_nom,слава,glory,,0,sense_d1624e74,
sense_d1624e112,re_d1624e107,именитый,eminent,,0,,
sense_d1624e130,re_d1624e125,знаменитый,famous,,0,,
sense_d1624e151,re_d1624e144,прославленный,illustrious,,0,,
sense_d1624e170,re_d1624e164,прославленный,famous,,0,sense_d1624e169,
sense_d1624e181,re_d1624e164,неслыханный,illustrious,,0,sense_d1624e169,
sense_d1624e197,re_d1624e192,поименно,incredible,,0,,
sense_d1624e225,re_d1624e210,тезка,namesake,,0,,
sense_d1624e244,re_d1624e238,давать имя,give a name,,0,sense_d1624e243,
sense_d1624e255,re_d1624e238,нарекать,name (verb),,0,sense_d1624e243,
sense_d1624e271,re_d1624e266,"побочная, неполноправная жена",bastard wife,,0,,
sense_d1625e73,entry_kæfq0yndar,дракон,dragon,,0,sense_d1625e72,
sense_d1625e82,entry_kæfq0yndar,чудовище,monster,,0,sense_d1625e72,
sense_d1631e71,entry_lækʼæf,ноша,burden,,0,,
sense_d1632e73,entry_pʼyrypʼyf,название растения с яркими цветами,a name of a plant with bright flowers,,1,sense_d1632e72,
sense_d1632e78,entry_pʼyrypʼyf,дикий помидор,wild tomato,,0,sense_d1632e72,
sense_d1632e93,entry_pʼyrypʼyf,мак,poppy,,0,sense_d1632e72,
sense_d1634e73,entry_cæppūzyr,жемчужина,pearl,,0,sense_d1634e72,
sense_d1634e82,entry_cæppūzyr,"жемчужная или перламутровая пуговка, шарик","pearl or nacre little button, little ball",,0,sense_d1634e72,
sense_d1639e73,entry_īsdūg,сперва,at first,,0,sense_d1639e72,
sense_d1639e82,entry_īsdūg,поначалу,firstly,,0,sense_d1639e72,
sense_d1639e91,entry_īsdūg,некоторое время,somewhile,,0,sense_d1639e72,
sense_d1640e69,entry_ʒægæræg,не вполне распустившийся цветок,not quite blooming flower,,0,,
sense_d1641e70,entry_nivaǧæ,злой рок,cruel fate,,0,sense_d1641e69,
sense_d1641e79,entry_nivaǧæ,гибель,doom,,0,sense_d1641e69,
sense_d1642e72,entry_burdæn,метель,snowstorm,,0,,
sense_d1644e73,entry_ḱʼīl,обод,rim,,0,sense_ḱʼīl.1,1
sense_d1644e90,entry_ḱʼīl,край,edge,,0,sense_ḱʼīl.1,1
sense_ḱʼīl.2,entry_ḱʼīl,задняя часть ноги или обуви,back part of a foot or a shoe,os-x-digor,0,,2
sense_d1645e72,entry_acy,этот,this,,0,,
sense_d1647e76,entry_aj,этот,,,0,,
sense_d1648e73,entry_gegæ,неприязнь,disfavour,,0,sense_d1648e72,
sense_d1648e82,entry_gegæ,вражда,enmity,,0,sense_d1648e72,
sense_d1649e77,entry_æssændyn,топтать,trample down,,0,sense_d1649e76,
sense_d1649e86,entry_æssændyn,крошить,crumble,,0,sense_d1649e76,
sense_d1649e95,entry_æssændyn,попирать,trample,,0,sense_d1649e76,
sense_d1649e104,entry_æssændyn,угнетать,oppress,,0,sense_d1649e76,
sense_d1652e70,entry_dælfad,подошва,sole,,0,sense_d1652e69,
sense_d1652e79,entry_dælfad,низ ноги,lower part of the leg,,0,sense_d1652e69,
sense_d1652e96,re_d1652e91,в ногах,at the foot,,0,,
sense_d1652e112,re_d1652e107,"штрипка ноговиц, брюк",footstrap,,0,,
sense_d1653e77,entry_mysyn,придумывать,devise,,0,sense_d1653e76,1
sense_d1653e86,entry_mysyn,надумать,decide,,0,sense_d1653e76,1
sense_d1653e95,entry_mysyn,задумать,resolve,,0,sense_d1653e76,1
sense_d1653e104,entry_mysyn,сочинять,compose,,0,sense_d1653e76,1
sense_d1653e113,entry_mysyn,измышлять,contrive,,0,sense_d1653e76,1
sense_d1653e122,entry_mysyn,изобретать,invent,,0,sense_d1653e76,1
sense_d1653e132,entry_mysyn,вспоминать,remember,,0,,2
sense_d1653e143,entry_mysyn,думать о ком- или о чем-либо с тоской,think of smth. or smb. with yearning,,0,sense_d1653e142,3
sense_d1653e152,entry_mysyn,"тосковать, скучать по ком-либо","long for smb., miss smb.",,0,sense_d1653e142,3
sense_d1656e70,entry_ræǧæd,спелый,ripe,,0,sense_d1656e69,
sense_d1656e79,entry_ræǧæd,зрелый,mature,,0,sense_d1656e69,
sense_d1656e95,re_d1656e89,спеть,ripen,,0,sense_d1656e94,
sense_d1656e106,re_d1656e89,зреть,get ripe,,0,sense_d1656e94,
sense_d1656e122,re_d1656e117,созреть,become ripe,,0,,
sense_d1656e140,re_d1656e135,преждевременно созревший,prematurely ripe,,0,,
sense_d1657e69,entry_fætevzæ,"внутренняя покрышка одеяла, подушки, матраца","inner cover of a blanket, a pillow or a mattress",,0,,
sense_d1658e72,entry_cydær,что-то,,,0,,
sense_d1658e87,re_d1658e78,что бы ни,whatever,,0,sense_d1658e86,
sense_d1658e96,re_d1658e78,все,ever,,0,sense_d1658e86,
sense_d1660e73,entry_fæstærdygæj,сзади,behind,,0,sense_d1660e72,
sense_d1660e82,entry_fæstærdygæj,с задней стороны,from the back side,,0,sense_d1660e72,
sense_d1661e74,entry_læǧzad,"неприятный вкус испорченных, тухлых продуктов","unpleasant taste of spoiled, rotten foodstuffs",,0,,
sense_d1663e69,entry_kʼaba,платье женское,women dress,,0,,
sense_d1663e84,re_d1663e79,материал на платье,material for the dress,,0,,
sense_d1664e76,entry_arawyn_2,оглашать сильным шумом,make a loud noise,,0,,
sense_d1665e69,entry_ægæron,беспредельный,boundless,,0,,
sense_d1666e70,entry_ronbæǧd,распоясанный,unbelted,,0,sense_d1666e69,
sense_d1666e79,entry_ronbæǧd,discinctus,discinctus,,0,sense_d1666e69,
sense_d1666e100,re_d1666e89,без пояса,without a belt,,0,,
sense_d1669e73,entry_cævīddon,например,as if,,0,sense_d1669e72,
sense_d1669e82,entry_cævīddon,например,for example,,0,sense_d1669e72,
sense_d1671e95,entry_qakkænyn,сторожить,guard,,0,sense_d1671e94,
sense_d1671e104,entry_qakkænyn,охранять,protect,,0,sense_d1671e94,
sense_d1671e113,entry_qakkænyn,стеречь,preserve,,0,sense_d1671e94,
sense_d1671e122,entry_qakkænyn,беречь,keep,,0,sense_d1671e94,
sense_d1671e131,entry_qakkænyn,наблюдать,observe,,0,sense_d1671e94,
sense_d1671e140,entry_qakkænyn,присматривать,keep an eye on smth,,0,sense_d1671e94,
sense_d1671e156,re_d1671e151,остерегаться,beware,,0,,
sense_d1674e73,entry_q0yvǧan,кумган,kumgan,,0,sense_d1674e72,
sense_d1674e82,entry_q0yvǧan,металлический кувшин-рукомойник,metal jug-hand basin,,0,sense_d1674e72,
sense_d1675e70,entry_dekʼanoz,"служитель культа, состоящий при „дзуаре“ (святилище)",religious worker of the “dzwar” (sanctuary),,0,sense_d1675e69,
sense_d1675e79,entry_dekʼanoz,жрец,priest,,0,sense_d1675e69,
sense_d1676e74,entry_jad,одолжение,favor,,0,,
sense_d1676e91,re_d1676e86,кто просит об одолжении,who asks for favors,,0,,
sense_d1676e107,re_d1676e102,одолженный предмет,a borrowed object,,0,,
sense_d1677e73,entry_qīsyn,сделанный из грубой шерсти,made of coarse wool,,0,sense_d1677e72,1
sense_d1677e82,entry_qīsyn,грубое сукно,coarse cloth,,0,sense_d1677e72,1
sense_d1677e91,entry_qīsyn,волосяной,hair (adj.),,0,sense_d1677e72,1
sense_d1677e108,re_d1677e100,веревка из конского волоса,horsehair rope,,0,,
sense_d1679e72,entry_bonygon,днем,in the afternoon,,0,,
sense_d1680e75,entry_læsæn,(земляной) обвал,landslide,,0,sense_d1680e74,
sense_d1680e84,entry_læsæn,оползень,mudslide,,0,sense_d1680e74,
sense_d1680e93,entry_læsæn,поток,stream,,0,sense_d1680e74,
sense_d1680e123,re_d1680e118,место обвалов,place of collapses,,0,,
sense_d1681e71,entry_mæsællæjtæ,соболезнование,condolences,,0,,
sense_d1681e88,re_d1681e81,выражать соболезнование по поводу смерти или другого несчастья,express condolences on the occasion of death or another misfortune,,0,,
sense_d1684e74,entry_ḱʼewrī,молотильное орудие,threshing tool,,0,,
sense_d1689e73,entry_qulf,глубокий,deep,,0,sense_d1689e72,
sense_d1689e82,entry_qulf,глубь,into the depths,,0,sense_d1689e72,
sense_d1689e91,entry_qulf,водоворот,whirlpool,,0,sense_d1689e72,
sense_d1691e71,entry_razzag,передний,front (adj.),,0,,
sense_d1692e72,entry_ʒængæda,болтовня,idle talk,,0,,
sense_d1692e87,re_d1692e82,болтать,talk,,0,,
sense_d1695e73,entry_bycæw,спор,dispute,,0,sense_d1695e72,
sense_d1695e82,entry_bycæw,соревнование,competition,,0,sense_d1695e72,
sense_d1695e91,entry_bycæw,подпора,support,,0,sense_d1695e72,
sense_d1697e73,entry_æræǵy,недавно,recently,,0,sense_d1697e72,
sense_d1697e82,entry_æræǵy,поздно,late,,0,sense_d1697e72,
sense_d1697e97,re_d1697e92,я опоздал,I was late,,0,,
sense_d1697e116,re_d1697e108,рано или поздно,sooner or later,,0,sense_d1697e115,
sense_d1697e125,re_d1697e108,в конце концов,in the end,,0,sense_d1697e115,
sense_d1697e226,re_d1697e218,наконец,finally,,0,sense_d1697e225,
sense_d1697e235,re_d1697e218,напоследок,lastly,,0,sense_d1697e225,
sense_d1698e74,entry_nūdæs,девятнадцать,nineteen,,0,,
sense_d1698e92,re_d1698e84,девятнадцатый,nineteenth,,0,,
sense_d1699e72,entry_læǵyqæd,мужество,courage,,0,sense_d1699e71,
sense_d1699e81,entry_læǵyqæd,удаль,daring,,0,sense_d1699e71,
sense_d1699e90,entry_læǵyqæd,доблесть,valour,,0,sense_d1699e71,
sense_d1700e55,entry_bæzdajnæ,щека,cheek,,0,,
