db_id,entry_id,example_group,lang,num,text,tr_ru,tr_en
example_d504e143,entry_fælǧawyn,exampleGrp_d504e104,os-x-digor,,bafærazæd dæw fælǧawun æ bæsti,пусть сможет занять тебя вместо себя,may he be able to occupy you instead of himself
example_d504e172,entry_fælǧawyn,exampleGrp_d504e104,os-x-digor,,stur dor nadmæ raxawdtæjy is-æj-fælǧawæ ordigi,"большой камень упал на дорогу, передвинь его оттуда","a large stone fell on the road, move it from there"
example_d506e158,entry_kʼæpp,exampleGrp_d506e156,,,ældary fyrt (ḱyzgæj) kʼæppʒyxæj bazzadī,княжеский сын остался не солоно хлебавши („девушка не досталась ему“),the prince's son dined with Duke Humphrey (“he didn’t get a girl”)
example_d511e121,entry_k0yvd,exampleGrp_d511e119,,,"axæm k˳yvd, axæm qazt nīk˳ywal fendæ wyd","такого пиршества, такой пляски нигде больше не видели","such a feast, such a dance has never been seen anywhere else"
example_d511e140,entry_k0yvd,exampleGrp_d511e119,,,k˳yvd yskodta xæxty ʽnax˳yr… Alǧ˳yz bæǧatyr,небывалый пир устроил в горах Алгуз герой,Alguz the hero made an unprecedented feast in the mountains
example_d511e159,entry_k0yvd,exampleGrp_d511e119,,,Batraz… Narty æræmbyrd kodta æmæ k˳yvd yskodta: „mæ fydy tūg rajston“ zæǧgæ,"Батраз собрал Нартов и устроил пир, говоря: «я отомстил за кровь отца»","Batraz gathered the Narts and made a feast, saying: ‘I have avenged my father’s blood’"
example_d511e178,entry_k0yvd,exampleGrp_d511e119,,,"Fatymæjæn læppū rajg˳yrdī. K˳ycykk nozt balxædta, nælfys argævsta, k˳yvd yskodta","у Фатимы родился сын. Куцыкк купил напитки, зарезал барана, устроил %sкувд%s","Fatima gave birth to a son. Kutsyk bought drinks, slaughtered a ram, arranged a %skuvd%s"
example_d511e197,entry_k0yvd,exampleGrp_d511e119,,,k˳yvddon adæm waryny arǧwanmæ balyǧdysty,богомольцы в дождь вбежали в церковь,pilgrims ran into the church in the rain
example_d511e217,entry_k0yvd,exampleGrp_d511e119,,,iw naron ʒy k˳yvddon wyd (Raǧy ʒwary),один житель аула Нар был (в святилище Раг) в качестве богомольца,one resident of the village of Nar was in the capacity of a pilgrim (in the sanctuary of Rag)
example_d511e236,entry_k0yvd,exampleGrp_d511e119,,,k˳yvddættæ k˳yvdæj systadysty,богомольцы встали с пиршества,pilgrims stood up from the feast
example_d511e255,entry_k0yvd,exampleGrp_d511e119,os-x-digor,,næ kuvd dæwæn æxcæwæn fæwwæd,да будет наш %sкувд%s тебе приятен (из молитвенной формулы),may our %skuvd%s be pleasant to you (from the prayer formula)
example_d511e281,entry_k0yvd,exampleGrp_d511e279,,,kuvdʒawtæ cudæncæ,шли гости на %sкувд%s,guests went to %skuvd%s
example_d514e138,entry_ronʒ,exampleGrp_d514e136,,,"dæ saw tūg fækalaj, dæ būr ronʒ fækalaj!","чтобы тебе пролить твою черную кровь, чтобы тебе пролить твою желтую сукровицу!","so that you shed your black blood, so that you shed your yellow ichor!"
example_d514e164,entry_ronʒ,exampleGrp_d514e136,,,Bæbi aqazzag nyllæmærsta æng˳ylʒ … xæfy xædon ysgæpp lasta æmæ jæ fæstæ ysqardta būr ronʒ,"Баби сильно выдавил (нарывающий) палец; гнойная рубашка (гнойный сгусток) выскочила, а за нею выступила желтая сукровица","Babi strongly squeezed out an (abscessing) finger; a purulent clot (shirt) popped out, followed by yellow ichor"
example_d514e190,entry_ronʒ,exampleGrp_d514e136,,,"sabi jæ tybyrtæ cæǧdy, jæ būr ronʒ kæly jæ qælæsæj","ребенок бьется в агонии, желтая сукровица выступает у него изо рта","the child is thrashing in agony, yellow ichor protrudes from his mouth"
example_d514e215,entry_ronʒ,exampleGrp_d514e136,os-x-digor,,ævduldæncæ togi ǧari ændær xuzi sæ ronʒæj,"они валялись в своей теплой крови, изменив свой вид в кровяной жиже","they wallowed in their warm blood, changing their appearance in the blood sludge"
example_d514e242,entry_ronʒ,exampleGrp_d514e136,os-x-digor,,dæ ʒurdtæ xæssuncæ mæ zærdæmæ ronʒ,твои слова отравляют мне сердце (вносят гной в мое сердце),your words poison my heart (bring pus into my heart)
example_d514e274,entry_ronʒ,exampleGrp_d514e136,os-x-digor,,dæ ræʒæ fækkalæ!,чтобы тебе пролить твою сукровицу!,so that you shed your blood!
example_d515e91,entry_bærzond,exampleGrp_d515e89,,,bærzond ūrs xæxtæ… fæjjawy warzync,высокие белые горы… любят пастуха,high white mountains… love a shepherd
example_d515e110,entry_bærzond,exampleGrp_d515e89,os-x-digor,,bærzond mæsugæj i xani kizgæ wæd ku rakastæj,с высокой башни выглянула тогда ханская дочь,then the khan's daughter looked out of the high tower
example_d515e132,entry_bærzond,exampleGrp_d515e89,os-x-digor,,"sæ raxez farsæj—Qærewi bærzond, sæ galew yarsæj—Bestawi bærzond","с правой стороны от них — гора Kapey, c левой стороны -— гора Бештау","to their right there is the mount Kareu, to their left there is the mount Beshtau"
example_d516e193,entry_ræxǵy,exampleGrp_d516e172,,,"zæǧ yn, ræxǵy, ræxǵy sæmbælʒystæm kæræʒīwyl","скажи ему, (что) скоро, скоро мы встретимся друг с другом","tell him that soon, soon we will meet each other"
example_d516e220,entry_ræxǵy,exampleGrp_d516e172,os-x-digor,,"co, co ræxgidær","иди, иди скорее","go, go quickly"
example_d516e247,entry_ræxǵy,exampleGrp_d516e172,os-x-digor,,…randæ woncæ ræxgidær,…чтобы они скорее ушли,…so that they leave soon
example_d516e274,entry_ræxǵy,exampleGrp_d516e172,os-x-digor,,"sæ fidæj onæn bajzadæj beræ mulk, fal sæ ǧudgænæg nʼadtæj, æma ræxgi fesavdæncæ, sæ fidæ sin ke niwwaǧta etæ","от отца им осталось много добра, но некому было им распорядиться (позаботиться), и скоро все, что оставил им отец, пропало","they had a lot of goods left from their father, but there was no one to take care of them, and soon everything that their father left them was gone"
example_d516e303,entry_ræxǵy,exampleGrp_d516e172,os-x-digor,,imisʒian ma aci cardi ræxgi bændti dessagaw,"в недалеком будущем мы будем вспоминать эту жизнь, как чудо","in the near future, we will remember this life as a miracle"
example_d516e331,entry_ræxǵy,exampleGrp_d516e172,os-x-digor,,"otæ ræxgi Qubadi ors ustur bæxbæl, æxsargard … æ wæle, otemæj fæzindtæj adæmi astæw",тем временем Кубади на большом белом коне с шашкой появился среди народа,meanwhile Kubadi appeared among the people on a big white horse with a saber
example_d516e359,entry_ræxǵy,exampleGrp_d516e172,os-x-digor,,otæ ræxgi din mæsugi xurfæj i kosæg kizgæ ku racæjwadæj,тем временем из башни выбежала девушка-работница,"meanwhile, a girl worker ran out of the tower"
example_d517e109,entry_ævraǧ,exampleGrp_d517e107,,,"Æmzory jæ bæx fexsta xærdmæ, aftæmæj mīǧæj ævraǧy astæwmæ fæxawdta","Амзора его конь кинул вверх, и он полетел (на высоту) между тучей и облаком",Æmzor's horse threw him upwards and he flew to the height between rain cloud and cloud
example_d517e128,entry_ævraǧ,exampleGrp_d517e107,os-x-digor,,…sæ cæstisug exævraǧaw mænmæ ku qærta…,…когда их слезы подобно сильному граду будут достигать до меня…,"…when their tears, like hail showers, will reach me"
example_d517e150,entry_ævraǧ,exampleGrp_d517e107,,,æmæ mænæ ævraǧæj q˳ystī ʒūrgæ qælæs,"и се, глас из облака глаголющий","and behold a voice out of the cloud, which said"
example_d517e169,entry_ævraǧ,exampleGrp_d517e107,,,tar qædyl ævraǧ ærbadtī,на темный лес село облако,a cloud sat on the dark forest
example_d517e188,entry_ævraǧ,exampleGrp_d517e107,,,"zæxx æj anyqq˳yrdta, ævi jæ ævraǧ fæxasta, nal ysbæræg īs",земля ли ее проглотила или облако ее унесло — так и не выяснилось,"whether the ground had devoured her or the cloud had blown her away, it was never cleared up"
example_d520e84,entry_cyllæ,exampleGrp_d520e82,os-x-digor,,æ čille ǯikko — fadi goltæmæ,ее шелковая коса — до щиколоток,her silk braid is ankle-length
example_d521e199,entry_bæræg,exampleGrp_d521e197,,,bæræg zynʒæn dæ xorz wænyg,заметно будет выделяться (в стаде) твой хороший бычок,your good bull-calf will be noticable (in the herd)
example_d521e218,entry_bæræg,exampleGrp_d521e197,,,"bæræg dær næ nal ī, cy stam","нельзя уже разобрать, что мы такое",it is impossible to understand what we are
example_d521e237,entry_bæræg,exampleGrp_d521e197,os-x-digor,,iong bæræg næbal es,нельзя разобрать членов (тела),one cannot distinguish limbs
example_d521e259,entry_bæræg,exampleGrp_d521e197,,,bæræg ʒyrd ærxæss,принеси верное слово (сообщение),bring the right word (report)
example_d521e274,entry_bæræg,exampleGrp_d521e197,os-x-digor,,"xumætægi bælccon ke næ adtæj, e bæræg adtæj","было видно, что он не простой путник",one could see that he was not a simple wanderer
example_d521e297,entry_bæræg,exampleGrp_d521e197,os-x-digor,,amæn bæræg avdænæ baagoræn,этому (ребенку) поищем отменную колыбель,[we] will find a (perfect) cradle for this (child)
example_d521e319,entry_bæræg,exampleGrp_d521e197,os-x-digor,,"mænæn ærvaddæltæ adtæj ma ci fæccæncæ, oj bæræg næ zonun, ku sæ babæræg kæninæ","у меня были братья, и куда они делись — не имею сведений, хотел бы их разведать","I had brothers and I do not know where they went, I would like to find out"
example_d521e341,entry_bæræg,exampleGrp_d521e197,os-x-digor,,"bæræg woʒænæj, kæd æz Donbettæræj fættærson wæd","будет видно, испугаюсь ли я Донбетра",we will find out whether I will be afraid of Donbettær
example_d521e363,entry_bæræg,exampleGrp_d521e197,os-x-digor,,wæ xwæzdær win cæmæj isbæræg kænæn?,"как мы выявим, кто из вас лучше",how will we find out which of you is the best?
example_d521e385,entry_bæræg,exampleGrp_d521e197,os-x-digor,,ewgur cud (kænis) ævi rabæræg kænunmæ?,совсем уезжаешь или (только) проведать?,are you leaving forever or (just) to make a visit?
example_d521e407,entry_bæræg,exampleGrp_d521e197,os-x-digor,,"ǧocitæj cal isǧazta, oj bærgæ (%isic!%i) næ es","сколько из коров прошли случку, неизвестно",it is unknown how many cows had service
example_d524e103,entry_mydx0yz,exampleGrp_d524e82,,,jæ ūrsxæccæ mydx˳yz rīxītæ wazalæj nyssaldysty,его темно-русые с проседью усы от мороза заиндевели,his dark-blond moustache with streaks of grey became covered with hoar frost because of freezing weather
example_d527e94,entry_kʼalīw,exampleGrp_d527e92,,,"wælæ bælasæj kʼalīw raxawdta, mæ dywwæ congæj galīw axawdta","вон с дерева ветка упала, из двух моих рук левая упала","the branch fell from the tree, the left one fell from my two hands"
example_d527e115,entry_kʼalīw,exampleGrp_d527e92,os-x-digor,,wærccæ baduj bælasi kʼalewbæl,перепелка сидит на ветке дерева,a quail is sitting on a tree branch
example_d527e137,entry_kʼalīw,exampleGrp_d527e92,,,"jæ amond k˳yd wyd Tugajæn, aftæmæj kʼalīwyl fæxæst ī","по счастью для Туга, он ухватился за ветку","fornutanely for Tug, he managed to grab a tree branch"
example_d531e120,entry_ævzær,exampleGrp_d531e118,,,xorz bæxyl ævzær baræg næ fīdawy,хорошему коню не под стать плохой всадник,a bad rider cannot match a good horse
example_d531e139,entry_ævzær,exampleGrp_d531e118,,,"aly xorz bælas xorz dyrǧ ærxæssy, ævzær bælas ta ævzær dyrǧ ærxæssy","всякое дерево доброе приносит и плоды добрые, а худое дерево приносит и плоды худые",every good tree bringeth forth good fruit; but a corrupt tree bringeth forth evil fruit.
example_d531e158,entry_ævzær,exampleGrp_d531e118,,,læppūjæ rædīiag næ væjjy ævzær,ошибающийся в молодости не бывает плохим (когда вырастет),one who makes mistakes early in life is never bad (when grown up)
example_d531e177,entry_ævzær,exampleGrp_d531e118,,,max card dær ævzær card næw,и наша жизнь не плохая,and our life is not bad
example_d531e196,entry_ævzær,exampleGrp_d531e118,,,cy xorzʒinad rakodtaj æmæ cy ʽvzærʒinad rakodtaj?,что ты сделал хорошего и что ты сделал дурного?,what did you do good and what did you do bad?
example_d531e216,entry_ævzær,exampleGrp_d531e118,,,sæ fyngyl a!y ævzærʒinad,на столе у них всякая скверность,there are all kinds of filth in their table
example_d531e235,entry_ævzær,exampleGrp_d531e118,,,ævzærgænæǵy mardæj jæ amardtat,вы умертвили его как преступника,you murdered him like a criminal (as he was criminal)
example_d539e84,entry_bæǧæmsar,exampleGrp_d539e82,,,Axmæt bæǧæmsuræj fæsdwar wyrdyg læwwydī,Ахмат с непокрытой головой стоял за дверью,Ahmat stood bare-headed behind the door
example_d541e84,entry_gūcʼūla,exampleGrp_d541e82,,,…wæd synʒæj gucʼūla skodta Syrdon æmæ ʒy bajdytta bæxy næmyn,…тогда Сырдон сделал жгут из колючек и стал хлестать им лошадь,then Syrdon made a twisted cord of thorns and began to whip his horse
example_d541e103,entry_gūcʼūla,exampleGrp_d541e82,,,"sænykkæn jæ ʒyxy kærdæǵy gūcʼūla atʼysta, cæmæj ma wasa","он сунул козленку в рот травяной жгут, чтобы тот не блеял",he put a twisted cord of grass in the goatling’s mouth so that he wouldn’t bleat
example_d542e113,entry_rynʒ,exampleGrp_d542e111,,,saw ajnæǵy rynʒyl Nary qæw x˳yssy,на выступе (у обрыва) черной скалы спит аул Нар,the aul of Nar sleeps on a ledge near the cliff of the black rock
example_d542e138,entry_rynʒ,exampleGrp_d542e111,,,fæjjaw rynʒyl badtī,пастух сидел на карнизе скалы,the shepherd was sitting on the ledge of the rock
example_d542e163,entry_rynʒ,exampleGrp_d542e111,,,xorz fæjjaw… rynʒyl næ kæny fynæj,хороший пастух не засыпает на обрыве,a good shepherd does not fall asleep on a cliff
example_d542e188,entry_rynʒ,exampleGrp_d542e111,,,xoxy rynʒyty kærdæǵy mūrtæ syn cy xælæg kodtaj?,почему ты пожалел для них (серн) травинки на горных обрывах?,why did not you give a blade of grass on the mountain cliffs for them (the chamois)?
example_d542e217,entry_rynʒ,exampleGrp_d542e111,,,Qærīw xoxy bærzond rynʒtæj bīræ syrdtæ fæfældæxta,с высоких звериных троп Кариу-горы он свалил много зверей,he brought down many animals from the high animal trails of the Cariu Mountain
example_d542e243,entry_rynʒ,exampleGrp_d542e111,,,"ætt, zærond, rynǯyl badǯynæ, ævi sūrgæ rakænǯynæ?","эй, старик, будешь ли ты сидеть на тропе в засаде, или будешь гнать (зверей)?","hey, old man, will you sit on the trail in ambush, or will you drive (animals)?"
example_d542e268,entry_rynʒ,exampleGrp_d542e111,,,was mīt rynʒtæj adg˳ytæm mærzy,ветер сметает снег с горных карнизов в овраги,the wind sweeps snow from mountain ledges into ravines
example_d542e293,entry_rynʒ,exampleGrp_d542e111,,,badync æmæ fælgæsync sæ rynʒæj,сидят и смотрят из своей засады,they sit and watch from their ambush
example_d542e317,entry_rynʒ,exampleGrp_d542e111,,,ærbaftydtæn īw bærzond rynʒmæ; īwkʼaxxīd rynʒæj ū īnnæmæ aræzt,я забрел на одну высокую тропинку; от тропинки на другую был переброшен узенький („на одну ногу“) мост,I wandered onto one high path; a narrow („for one leg“) bridge was thrown from the path to the other
example_d542e344,entry_rynʒ,exampleGrp_d542e111,,,fæwadī rynʒmæ Gujman… dælæmæ fælgæsy rynʒæj… nysxojy rynʒæj mæg˳yr Gujmany mængard Qasbolat,побежал к выступу скалы Гуйман… смотрит вниз с выступа… как толкнет с выступа бедного Гуймана предатель Касболат,Guiman ran to the ledge of the cliff… he looks down from the ledge… suddenly the traitor Casbolat pushes poor Guiman off the ledge
example_d542e373,entry_rynʒ,exampleGrp_d542e111,,,fæcæj-xawdtæn byntondær rynʒæj,я чуть совсем не свалился с горного карниза,I almost fell off the mountain ledge
example_d542e398,entry_rynʒ,exampleGrp_d542e111,,,"Kʼobæj Uxatmæ yssæwync kænæ dærdtyl, wærdonvændagyl, kænæ komkommæ — rynʒyl","из (аула) Коби в Ухат подымаются либо кружным путем, по аробной дороге, либо напрямик, по (узкой и крутой) тропе","from (the aul of) Kobi to Ukhat, they ascend either by a roundabout way, along an aerial road, or straight along a (narrow and steep) path"
example_d542e417,entry_rynʒ,exampleGrp_d542e111,os-x-digor,,eci ewnæg nad dær adtæj ungæg rinʒæ,та единственная дорога (и та) была узенькой тропой,that single road was a narrow path
example_d542e444,entry_rynʒ,exampleGrp_d542e111,os-x-digor,,mænæj beræ dæsnidær æj saw ǧædi rinʒitæ æma cæwæntæmæ,он гораздо лучше меня знает тропы и проходы черного леса,he knows the paths and passages of the black forest much better than I do
example_d542e472,entry_rynʒ,exampleGrp_d542e111,os-x-digor,,æxsævewati bajzadtæn cawængængæj rinʒæbæl,"будучи на охоте, я остался на ночлег на горной тропе (карнизе)","being on a hunting trip, I stayed overnight on a mountain trail"
example_d542e499,entry_rynʒ,exampleGrp_d542e111,os-x-digor,,"kom ævgærdgæ, raz axæssgæ e ku fæccæwuj, sæ rinʒæbæl e ku ærbaduj","пересекая ущелье, перерезая (врагам) дорогу, — он садится в засаду на их тропе","crossing the gorge, cutting the road (to the enemies), he sits in an ambush on their path"
example_d542e527,entry_rynʒ,exampleGrp_d542e111,os-x-digor,,ærbædtæncæ i rinʒæbæl,они засели (в засаде) на горной тропе,they sat (in ambush) on a mountain trail
example_d545e93,entry_ævi,exampleGrp_d545e91,,,læg ævi ūs?,мужчина или женщина?,(is it) a man or a woman?
example_d545e112,entry_ævi,exampleGrp_d545e91,,,ragon æmbīsond wyn zæǧon ævi ærygon?,давнее чудо вам рассказывать или недавнее?,should I tell you about an ancient miracle or about a new one?
example_d545e131,entry_ævi,exampleGrp_d545e91,,,qazgæ ma kænūt ævi cy?,шутите вы со мной или что?,are kidding me or what?
example_d545e150,entry_ævi,exampleGrp_d545e91,,,cy ū æncondær zæǧæn: barst dyn wænt dæ tærīǧædtæ ævi: syst æmæ cū?,"что легче сказать: прощаются тебе грехи, или сказать: встань и ходи?","For whether is easier, to say, Thy sins be forgiven thee; or to say, Arise, and walk?"
example_d545e169,entry_ævi,exampleGrp_d545e91,os-x-digor,,dæ læg dæ beræ warzuj ævi næ?,твой муж тебя очень любит или нет?,does your husband love you much or not?
example_d549e123,entry_nætyn,exampleGrp_d549e121,,,ars jæ lægæty næty,медведь пыхтит в своей берлоге,the bear is puffing in his lair
example_d549e147,entry_nætyn,exampleGrp_d549e121,,,"æfxærd ūdon sty…, qærzæg æmæ ʒy nætæg tæ Tætærqan yssī","обижены те (девушки), а стонет и охает Татаркан","those (girls) are offended, but Tatarkan is moaning and groaning"
example_d549e172,entry_nætyn,exampleGrp_d549e121,,,"aqærz wal, anæt wal, nīw!","пока постони, поохай, вой!","so far, moan, groan and howl!"
example_d549e197,entry_nætyn,exampleGrp_d549e121,os-x-digor,,kʼulux-kʼuluxæj ǧærzgæ ma nætgæ næ c’æx abæreg (beræǧ) ærbacæjxildæj,"хромая, стеная и охая, приковылял наш серый разбойник (волк)","limping, moaning and groaning, our gray robber (wolf) hobbled down"
example_d549e225,entry_nætyn,exampleGrp_d549e121,os-x-digor,,bajrag suvællonaw nættæj,"жеребенок стонал, как дитя",the foal moaned like a child
example_d549e253,entry_nætyn,exampleGrp_d549e121,os-x-digor,,"ǧærzuj, nætuj nur qal læg","спесивый человек теперь стонет, охает","the arrogant man is now moaning, groaning"
example_d549e281,entry_nætyn,exampleGrp_d549e121,os-x-digor,,"sæjgæj læwwuj næ kʼæsi, nætuj, mægur, nætuj","больной он остается в нашей хижине, стонет, бедняга, стонет","he stays in our hut sick and moans, poor fellow, and groans"
example_d550e90,entry_nalq0yt,exampleGrp_d550e88,,,jæ cæssygtæ — nalq˳yt-nalmas færdg˳ytæ,ее слезы — (как) бусы драгоценных камней,her tears are (like) beads of precious stones
example_d550e139,entry_nalq0yt,exampleGrp_d550e88,,,dæw tyxxæj… avd dælʒæxæj daræs ysxæsʒynæn nalq˳yt-nalmasæj,"для тебя я из семи подземных миров доставлю одежду, (усыпанную) драгоценными камнями",for you from seven underworlds I will get clothes (spangled) with precious stones
example_d550e167,entry_nalq0yt,exampleGrp_d550e88,,,syǧzærīn kʼūxdaræn nalq˳yt-nalmasæj aīv aræzt læppūjy kʼūxy azzadī,"золотой перстень, красиво украшенный драгоценными камнями, остался в руке юноши",a golden ring beautifully decorated with precious stones remained in the boy’s hand
example_d550e192,entry_nalq0yt,exampleGrp_d550e88,,,"syǧzærīn, nalq˳yty, nalmasy dæ sfælyndin, kom myn k˳y raddis wæd","я нарядил бы тебя в золото и драгоценные камни, если бы ты дала мне согласие",I would clothe you in gold and gems if you gave me your consent
example_d550e218,entry_nalq0yt,exampleGrp_d550e88,,,wælarvon padcaxad xorz nalq˳yt agūræg sæwdæǵery x˳yzæn ū,"подобно царство небесное купцу, ищущему хороших жемчужин (margaritas)","the kingdom of heaven is like unto a merchant man, seeking goodly pearls (margaritas)"
example_d550e250,entry_nalq0yt,exampleGrp_d550e88,os-x-digor,,"æz din mænæ me stur warzon ræsuǧd ʒawma dæddun ævdesænʒinadæ: nalqut-nalmaz, mæ rewbæl ke darun","вот я даю тебе в свидетельство (любви) мою очень любимую прекрасную вещь: драгоценный камень, который я ношу на груди","lo, I give you as evidence (of love) my very beloved beautiful thing: the gem which I carry on my breast"
example_d550e278,entry_nalq0yt,exampleGrp_d550e88,os-x-digor,,kʼwætti æ duwwæfazon xurʒin nalqut æmæ nalmæztæj baiʒag kodta,немой наполнил свой двойной хурджин драгоценными камнями,the mute man filled his double sack with precious stones
example_d550e306,entry_nalq0yt,exampleGrp_d550e88,os-x-digor,,sæqun wati ǧæzdug ǧæstæj nalqut-nalmaži xežidæ iwazægi Tamaræ,"на постели из козьего пуха, богато украшенная драгоценными камнями, ждала гостя Тамара","on a bed of goat down, beautifully decorated with precious stones, Tamara waited for the guest"
example_d556e81,entry_Acæmæz,exampleGrp_d556e79,,,zærond Acæ jæ ḱysyl fyrt Acæmæzæn radta jæ fat æmæ je ʽrdyn,старый Аца дал своему маленькому сыну Ацамазу свою стрелу и свой лук,old Atsa gave his little son Atsamaz his arrow and his bow
example_d556e100,entry_Acæmæz,exampleGrp_d556e79,os-x-digor,,Narti Wazi furt mingi Acæmæz saw xonxi særmæ ku færrædæxsuj,сын Нарта Уаза маленький Ацамаз взбирается на вершину черной горы,son of Nart Waz little Atsamaz climbs to the top of the black mountain
example_d556e122,entry_Acæmæz,exampleGrp_d556e79,os-x-digor,,Acæmæz dær din wæd æ xætælæj ræsuǧddær caǧdmæ nur ku nizdoxuj,Ацамаз же тогда на своей свирели еще прекраснее песни наигрывает,"Atsamaz, on the other hand, plays songs even more beautifully on his pipe"
example_d557e148,entry_kark,exampleGrp_d557e146,,,kark næmyggaj wīʒy,курица клюет по зернышку,a hen pecks corn one at a time
example_d557e167,entry_kark,exampleGrp_d557e146,,,qæwgæron syn īw kærkdon-k’˳ym xæʒar raddoj,на краю аула им дали домишко с курятник,they were given a small house size of a hen house at the edge of the aul
example_d557e186,entry_kark,exampleGrp_d557e146,,,"Xan yn rajg˳yrdī fyccag kærkwasænty, X˳yndæǵer rajg˳yrdī dykkag kærkwasænty","Хан родился у нее при первых петухах, Кундаджер родился при вторых петухах","Khan was born to her with the first roosters' craw, Kundadzher was born with the second roosters' craw"
example_d557e205,entry_kark,exampleGrp_d557e146,,,Ǵirgol kærkwasænty festad,Джиргол вскочил с петухами,Jirgol jumped up with the lark (lit. with the roosters)
example_d558e94,entry_ḱeǧre,exampleGrp_d558e92,,,ældar jæ ḱeǧretimæ,алдар со своими слугами,the aldar and his servants
example_d559e80,entry_æxsnarcʼy,exampleGrp_d559e78,,,Narty Batyraʒ jæ fydy tūgmæ æxsnarcʼy jæ cæǵynʒtæ æmæ zalǧædæj asīny kʼæxtæ domdta,Нарт Батрадз за кровь отца требовал столбов из %sæxsnarcʼy%s и лестничных ног из азалии,Narty Batyraʒ demanded poles made of %sæxsnarcʼy%s and staircase legs made of azalea for his father's blood
example_d559e99,entry_æxsnarcʼy,exampleGrp_d559e78,,,je ʽvsymæry fæd bæræg dardta; æxsnarcʼy ærzad jæ fæd-fæd… æxsnarcʼy jyn fændag amony,след его брата был виден: по его следу вырос %sæxsnarcʼy%s… %sæxsnarcʼy%s показывает ему дорогу,his brother's track was seen; %sæxsnarcʼy%s grew on his track.. %sæxsnarcʼy%s shows him the way
example_d563e149,entry_næzy,exampleGrp_d563e147,,,rast jæ astæw zajy styr næzy bælas,как раз посередине растет большая сосна,just in the middle a big pine grows
example_d563e174,entry_næzy,exampleGrp_d563e147,,,"axæm mīt ærwaræd, næzyjæn jæ cʼūpp k˳ynnal zyna","пусть пойдет такой снег, чтобы верхушка сосны не была больше видна",let it snow so that the top of the pine tree is no longer visible
example_d563e199,entry_næzy,exampleGrp_d563e147,,,næzyjy farsæj kʼaxton ḱʼīw,с бока сосны я отдирал смолу,from the flank of a pine I tore off the gum
example_d563e222,entry_næzy,exampleGrp_d563e147,,,"ærzadysty komy, kæræʒīmæ dærdʒæf, æxsæly æmæ næzy","выросли в ущелье, поодаль друг от друга, можжевельник и сосна","a juniper and a pine grew in the gorge, at some distance from each other"
example_d563e265,entry_næzy,exampleGrp_d563e147,,,"rajsomæj rog irdgæ skʼæfy næzytæn, naztæn sæ tæf","утром легкий ветерок несет запах сосен, елей","in the morning a light breeze carries the smell of pines, spruces"
example_d563e318,entry_næzy,exampleGrp_d563e147,os-x-digor,,qal næzi ʽscæj æ bakast,видом он стал как гордая сосна,he looked like a proud pine
example_d563e346,entry_næzy,exampleGrp_d563e147,os-x-digor,,faxsi tækkæ særæj ba ǧæwmæ cʼæx-cʼæxid zindtæj næziǧædæ,с верхушки горного склона виднелся в аул темно-зеленый сосновый лес,"from the top of the mountain slope, a dark green pine forest looked at the aul"
example_d563e397,entry_næzy,exampleGrp_d563e147,,,wajtaǧd næm læppūtæ rawadysty næzy cyraǧy rūxsīmæ,тотчас к нам вышли юноши при свете сосновой лучины,immediately young men came out to us by the light of a pine torch
example_d563e422,entry_næzy,exampleGrp_d563e147,,,naron… jæ bærcaǧūdæj saw næzy cyraǧ yslasta,нарец (житель аула Нар) вытащил из нагрудного кармашка черкески черную сосновую лучину,the Nar resident pulled out a black pine splinter from the breast pocket of his Circassian cloak
example_d565e199,entry_ræmun,exampleGrp_d565e197,,,niffinsunmæ kud nirræmon!,"как мне устоять, чтобы не написать!",how can I resist writing!
example_d565e224,entry_ræmun,exampleGrp_d565e197,,,æ ʒurdmæ in nirrænʒænæ,ты стерпишь его слова,you will tolerate his words
example_d565e307,entry_ræmun,exampleGrp_d565e197,,,"nurtækkæ min ami nirræmæn næ es, cæwun næxemæ","сейчас мне нельзя здесь остаться, еду к себе","I cannot stay here right now, I am going to my place"
example_d565e332,entry_ræmun,exampleGrp_d565e197,,,sæ bæxtæ otæ istenteg æncæ æma sæ buni dær næbal rædæncæ,"их кони так разгорячились, что уже не стояли на месте под ними",their horses got so excited that they no longer stood still under them
example_d565e357,entry_ræmun,exampleGrp_d565e197,,,suǧzærīnæ ǧoltæj ewnæg dær næ nirrædæj dumæggagi,из золотых альчиков ни один не удержался в полах,out of golden asyks no one stayed in the skirt
example_d569e181,entry_færssag,exampleGrp_d569e179,,,mænæ mæm mæ warzon færsagæj rakast,вот мой любимый выглянул ко мне из окна,here my beloved looked out of the window to me
example_d569e200,entry_færssag,exampleGrp_d569e179,,,færsag læg dyguron jæ qaztæ wæjmæ fæcæjtardta īw bon,человек (из сословия) %sфарсаг%s дигорец гнал однажды своих гусей на продажу,a Digor man from a %sfærssag%s class once drove his geese for sale
example_d569e219,entry_færssag,exampleGrp_d569e179,os-x-digor,,alli ræsuǧd mærǧtæ… xwarz Acæmæzæn færsag kænuncæ,всевозможные красивые птицы подпевают славному Ацамазу,all kinds of beautiful birds sing along to the glorious Atsamaz
